Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,make,model
Hyundai Grand i10 CRDi Magna,5,2014,73042,2,1,1,24.0,1120,70.0,5.0,7.5,3.99,Hyundai,2
Hyundai Verna 1.4 CRDi GL,8,2012,38000,2,1,1,24.8,1396,88.7,5.0,13.5,4.1,Hyundai,4
Hyundai Verna 1.6 CRDi S,4,2015,57000,2,1,1,23.9,1582,126.2,5.0,13.5,6.6,Hyundai,4
Hyundai Verna VTVT 1.6 AT EX,10,2013,37086,1,2,1,17.0,1591,121.3,5.0,13.5,5.44,Hyundai,4
Hyundai i20 2015-2017 Sportz AT 1.4,10,2012,56200,1,2,1,15.0,1396,98.6,5.0,10.0,3.85,Hyundai,1
Hyundai Verna Transform VTVT,5,2011,51500,1,1,2,16.2,1599,103.2,5.0,13.5,2.6,Hyundai,4
Hyundai i20 1.2 Spotz,9,2017,3900,1,1,1,18.6,1197,81.83,5.0,10.0,6.45,Hyundai,1
Hyundai i10 Sportz 1.2,1,2010,29000,1,1,1,20.36,1197,78.9,5.0,6.5,3.45,Hyundai,3
Hyundai Grand i10 Sportz,10,2016,13436,1,1,2,18.9,1197,82.0,5.0,7.5,4.7,Hyundai,2
Hyundai Verna SX CRDi AT,4,2013,51000,2,2,1,19.08,1582,126.32,5.0,13.5,5.64,Hyundai,4
Hyundai i20 Sportz Option Diesel,7,2013,67914,2,1,1,23.0,1396,90.0,5.0,10.0,3.45,Hyundai,1
Hyundai i10 Sportz AT,4,2012,62282,1,2,1,16.95,1197,78.9,5.0,6.5,2.9,Hyundai,3
Hyundai Grand i10 Sportz,7,2018,43698,1,1,1,18.9,1197,82.0,5.0,7.5,5.8,Hyundai,2
Hyundai Grand i10 Asta Option AT,3,2017,28052,1,2,1,18.9,1197,82.0,5.0,7.5,7.22,Hyundai,2
Hyundai Grand i10 1.2 Kappa Sportz,3,2016,29091,1,1,1,18.9,1197,81.86,5.0,7.5,4.87,Hyundai,2
Hyundai Verna 1.6 SX VTVT AT,1,2014,45000,1,2,1,15.74,1591,121.3,5.0,13.5,7.5,Hyundai,4
Hyundai i20 1.2 Spotz,7,2017,51612,1,1,1,18.6,1197,81.83,5.0,10.0,7.11,Hyundai,1
Hyundai Grand i10 CRDi Magna,9,2013,71904,2,1,1,24.0,1120,70.0,5.0,7.5,4.61,Hyundai,2
Hyundai Grand i10 CRDi Magna,2,2014,33000,2,1,2,24.0,1120,70.0,5.0,7.5,4.05,Hyundai,2
Hyundai i20 Magna 1.4 CRDi,4,2015,44000,2,1,1,22.54,1396,88.73,5.0,10.0,5.35,Hyundai,1
Hyundai i20 2015-2017 1.2 Magna,10,2012,39000,1,1,1,18.5,1197,80.0,5.0,10.0,2.75,Hyundai,1
Hyundai Grand i10 AT Asta,2,2015,15000,1,2,1,18.9,1197,82.0,5.0,7.5,5.5,Hyundai,2
Hyundai Verna 1.6 SX CRDi (O),0,2012,52000,2,1,1,22.32,1582,126.32,5.0,13.5,6.5,Hyundai,4
Hyundai Verna CRDi,5,2008,90000,2,1,2,16.8,1493,110.0,5.0,13.5,2.25,Hyundai,4
Hyundai Verna 1.6 CRDI SX Option,7,2019,30529,2,1,1,23.9,1582,126.2,5.0,13.5,14.28,Hyundai,4
Hyundai i10 Sportz 1.2,5,2013,59000,1,1,1,20.36,1197,78.9,5.0,6.5,3.45,Hyundai,3
Hyundai Grand i10 Asta Option,9,2017,13000,1,1,1,18.9,1197,82.0,5.0,7.5,5.15,Hyundai,2
Hyundai i20 Magna 1.4 CRDi (Diesel),8,2015,45000,2,1,1,21.9,1396,88.76,5.0,10.0,3.45,Hyundai,1
Hyundai Grand i10 Sportz,9,2013,26000,1,1,1,18.9,1197,82.0,5.0,7.5,3.75,Hyundai,2
Hyundai i20 1.2 Spotz,2,2017,5000,1,1,1,18.6,1197,81.83,5.0,10.0,6.95,Hyundai,1
Hyundai i20 Magna,8,2010,38000,1,1,1,18.5,1197,80.0,5.0,10.0,2.23,Hyundai,1
Hyundai Verna 1.6 SX VTVT,10,2013,41500,1,1,2,17.01,1591,121.3,5.0,13.5,5.0,Hyundai,4
Hyundai Verna VTVT 1.6 SX,8,2018,5000,1,1,1,17.0,1591,121.3,5.0,13.5,8.7,Hyundai,4
Hyundai i20 1.2 Sportz,8,2016,19008,1,1,1,17.0,1197,80.0,5.0,10.0,5.25,Hyundai,1
Hyundai Verna VTVT 1.6 SX,7,2012,32542,1,1,1,17.0,1591,121.3,5.0,13.5,5.77,Hyundai,4
Hyundai i20 1.2 Sportz,0,2011,72000,1,1,2,17.0,1197,80.0,5.0,10.0,3.25,Hyundai,1
Hyundai i10 Sportz 1.1L,8,2016,7200,1,1,1,19.81,1086,68.05,5.0,6.5,3.59,Hyundai,3
Hyundai Grand i10 Sportz,3,2017,23540,1,1,1,18.9,1197,82.0,5.0,7.5,6.02,Hyundai,2
Hyundai i20 Sportz 1.2,8,2015,35000,1,1,1,18.6,1197,81.83,5.0,10.0,4.43,Hyundai,1
Hyundai Grand i10 AT Asta,3,2015,69053,1,2,1,18.9,1197,82.0,5.0,7.5,5.72,Hyundai,2
Hyundai Grand i10 CRDi Sportz,8,2014,43068,2,1,1,24.0,1120,70.0,5.0,7.5,3.5,Hyundai,2
Hyundai i10 Magna,3,2011,50436,1,1,1,20.36,1197,78.9,5.0,6.5,3.65,Hyundai,3
Hyundai Grand i10 AT Asta,1,2014,21000,1,2,1,18.9,1197,82.0,5.0,7.5,5.4,Hyundai,2
Hyundai i10 Magna AT,3,2011,50058,1,2,1,19.2,1197,80.0,5.0,6.5,3.84,Hyundai,3
Hyundai i20 1.2 Magna Executive,9,2018,17000,1,1,1,18.6,1197,81.83,5.0,10.0,6.5,Hyundai,1
Hyundai i20 Asta,2,2011,24000,1,1,1,17.0,1197,80.0,5.0,10.0,4.25,Hyundai,1
Hyundai Grand i10 Asta,8,2015,15305,1,1,1,18.9,1197,82.0,5.0,7.5,3.75,Hyundai,2
Hyundai Verna 1.6 VTVT AT SX,7,2018,33858,1,2,1,17.01,1591,121.3,5.0,13.5,9.03,Hyundai,4
Hyundai i20 1.2 Sportz,10,2011,54000,1,1,1,17.0,1197,80.0,5.0,10.0,3.2,Hyundai,1
Hyundai i20 Active 1.4 SX Dual Tone,8,2015,27000,2,1,1,21.19,1396,88.73,5.0,10.0,5.99,Hyundai,1
Hyundai i20 Sportz 1.4 CRDi,1,2013,60000,2,1,1,21.9,1396,88.76,5.0,10.0,5.45,Hyundai,1
Hyundai Verna 1.6 SX VTVT (O) AT,9,2013,44000,1,2,1,17.1,1591,121.4,5.0,13.5,5.6,Hyundai,4
Hyundai i20 Asta Optional with Sunroof 1.2,9,2012,50000,1,1,1,18.5,1197,82.85,5.0,10.0,3.7,Hyundai,1
Hyundai i20 Sportz 1.4 CRDi,8,2013,25500,2,1,1,21.9,1396,88.76,5.0,10.0,3.55,Hyundai,1
Hyundai i20 Sportz 1.4 CRDi,6,2013,70933,2,1,2,21.9,1396,88.76,5.0,10.0,3.9,Hyundai,1
Hyundai Verna 1.6 SX CRDi (O),8,2014,58000,2,1,1,22.32,1582,126.32,5.0,13.5,5.75,Hyundai,4
Hyundai Grand i10 CRDi Magna,4,2014,42000,2,1,1,24.0,1120,70.0,5.0,7.5,3.5,Hyundai,2
Hyundai i20 Sportz 1.4 CRDi,4,2017,25500,2,1,1,22.54,1396,88.73,5.0,10.0,7.0,Hyundai,1
Hyundai i20 Sportz 1.2,9,2016,6000,1,1,1,18.6,1197,81.83,5.0,10.0,5.95,Hyundai,1
Hyundai i10 Sportz 1.1L,9,2011,15590,1,1,1,19.81,1086,68.05,5.0,6.5,2.25,Hyundai,3
Hyundai i20 1.2 Sportz Option,7,2016,69681,1,1,1,17.0,1197,80.0,5.0,10.0,6.13,Hyundai,1
Hyundai i10 Sportz 1.2 AT,10,2013,15200,1,2,2,16.95,1197,78.9,5.0,6.5,3.85,Hyundai,3
Hyundai i20 Sportz 1.4 CRDi,0,2016,74000,2,1,1,21.9,1396,88.76,5.0,10.0,6.5,Hyundai,1
Hyundai Verna 1.6 CRDi SX,4,2015,62542,2,1,2,23.9,1582,126.2,5.0,13.5,6.5,Hyundai,4
Hyundai i20 Asta 1.2,3,2016,40310,1,1,1,18.6,1197,81.83,5.0,10.0,7.09,Hyundai,1
Hyundai Grand i10 1.2 Kappa Asta,4,2018,10000,1,1,1,18.9,1197,81.86,5.0,7.5,6.5,Hyundai,2
Hyundai Verna 1.6 SX VTVT,1,2014,45000,1,1,2,17.01,1591,121.3,5.0,13.5,6.75,Hyundai,4
Hyundai i20 1.2 Asta with AVN,3,2015,20045,1,1,1,17.0,1197,80.0,5.0,10.0,6.22,Hyundai,1
Hyundai i10 Magna 1.2 iTech SE,8,2012,31000,1,1,1,20.36,1197,78.9,5.0,6.5,2.25,Hyundai,3
Hyundai i10 Magna 1.2,6,2011,40496,1,1,1,20.36,1197,78.9,5.0,6.5,2.65,Hyundai,3
Hyundai i10 Magna 1.1,0,2013,49000,1,1,1,19.81,1086,68.05,5.0,6.5,3.2,Hyundai,3
Hyundai Verna 1.6 SX,5,2012,65254,2,1,1,22.32,1582,126.32,5.0,13.5,6.55,Hyundai,4
Hyundai Verna 1.6 SX,1,2014,95000,2,1,2,22.32,1582,126.32,5.0,13.5,6.9,Hyundai,4
Hyundai Verna 1.6 CRDI,6,2011,72000,2,1,1,22.32,1582,126.3,5.0,13.5,5.0,Hyundai,4
Hyundai i20 1.2 Magna,8,2010,45000,1,1,1,18.5,1197,80.0,5.0,10.0,1.9,Hyundai,1
Hyundai i10 Magna 1.1,4,2013,53213,1,1,1,19.81,1086,68.05,5.0,6.5,2.74,Hyundai,3
Hyundai i10 Era,6,2009,57000,1,1,1,19.81,1086,68.05,5.0,6.5,2.25,Hyundai,3
Hyundai Verna VTVT 1.6 SX,1,2014,46676,1,1,1,17.0,1591,121.3,5.0,13.5,7.75,Hyundai,4
Hyundai i10 Asta,8,2011,43000,1,1,1,20.36,1197,78.9,5.0,6.5,2.49,Hyundai,3
Hyundai i10 Magna 1.2,8,2011,38002,1,1,1,20.36,1197,78.9,5.0,6.5,2.15,Hyundai,3
Hyundai Verna 1.6 SX CRDI (O) AT,10,2014,57539,2,2,1,22.32,1582,126.32,5.0,13.5,7.75,Hyundai,4
Hyundai i20 Sportz Option,4,2010,62489,1,1,1,17.0,1197,80.0,5.0,10.0,2.6,Hyundai,1
Hyundai Verna Transform Xxi ABS,1,2011,60000,1,1,1,16.2,1599,103.2,5.0,13.5,3.95,Hyundai,4
Hyundai i20 Sportz 1.2,7,2015,40901,1,1,1,18.6,1197,81.83,5.0,10.0,5.76,Hyundai,1
Hyundai i10 Magna 1.2,3,2013,36264,1,1,1,20.36,1197,78.9,5.0,6.5,4.32,Hyundai,3
Hyundai i10 Magna 1.1L,4,2009,60000,1,1,2,19.81,1086,68.05,5.0,6.5,1.9,Hyundai,3
Hyundai i10 Era 1.1,6,2008,82203,1,1,1,19.81,1086,68.05,5.0,6.5,1.8,Hyundai,3
Hyundai i20 1.2 Magna,7,2014,44612,1,1,1,18.5,1197,80.0,5.0,10.0,4.07,Hyundai,1
Hyundai Grand i10 Asta Option AT,9,2016,15000,1,2,1,18.9,1197,82.0,5.0,7.5,5.35,Hyundai,2
Hyundai Grand i10 1.2 Kappa Sportz,3,2017,38712,1,1,1,18.9,1197,81.86,5.0,7.5,5.87,Hyundai,2
Hyundai i20 1.2 Magna,1,2010,52000,1,1,1,18.5,1197,80.0,5.0,10.0,3.65,Hyundai,1
Hyundai i20 Asta Option 1.4 CRDi,3,2016,99362,2,1,1,22.54,1396,88.73,5.0,10.0,7.03,Hyundai,1
Hyundai i10 Sportz,5,2016,19947,1,1,1,20.36,1197,78.9,5.0,6.5,4.5,Hyundai,3
Hyundai i10 Sportz 1.2 AT,2,2011,70816,1,2,1,16.95,1197,78.9,5.0,6.5,3.1,Hyundai,3
Hyundai Grand i10 Sportz,3,2017,47774,1,1,1,18.9,1197,82.0,5.0,7.5,6.04,Hyundai,2
Hyundai i20 Magna 1.2,4,2015,21000,1,1,1,18.6,1197,81.83,5.0,10.0,4.9,Hyundai,1
Hyundai i10 Sportz,10,2014,90000,1,1,2,20.36,1197,78.9,5.0,6.5,2.8,Hyundai,3
Hyundai i10 Asta,9,2015,75915,1,1,1,20.36,1197,78.9,5.0,6.5,3.9,Hyundai,3
Hyundai Verna CRDi ABS,2,2009,160000,2,1,2,18.1,1493,110.0,5.0,13.5,3.5,Hyundai,4
Hyundai i20 Sportz 1.4 CRDi,5,2015,72495,2,1,1,21.9,1396,88.76,5.0,10.0,7.0,Hyundai,1
Hyundai Verna 1.6 CRDi AT S,2,2016,33000,2,2,1,19.08,1582,126.2,5.0,13.5,8.7,Hyundai,4
Hyundai Grand i10 1.2 Kappa Magna,8,2018,4500,1,1,1,18.9,1197,81.86,5.0,7.5,4.8,Hyundai,2
Hyundai Grand i10 1.2 Kappa Asta,7,2017,51223,1,1,1,18.9,1197,81.86,5.0,7.5,5.66,Hyundai,2
Hyundai Grand i10 1.2 Kappa Asta,5,2017,22500,1,1,1,18.9,1197,81.86,5.0,7.5,5.99,Hyundai,2
Hyundai i20 1.2 Magna Executive,4,2017,17431,1,1,1,18.6,1197,81.83,5.0,10.0,6.0,Hyundai,1
Hyundai Verna 1.6 SX VTVT (O),4,2014,61566,1,1,1,17.1,1591,121.3,5.0,13.5,5.85,Hyundai,4
Hyundai Verna 1.6 SX VTVT (O),4,2013,52000,1,1,1,17.1,1591,121.3,5.0,13.5,5.25,Hyundai,4
Hyundai i10 Sportz AT,0,2012,58000,1,2,1,16.95,1197,78.9,5.0,6.5,3.5,Hyundai,3
Hyundai i10 Sportz,3,2015,41008,1,1,2,20.36,1197,78.9,5.0,6.5,4.87,Hyundai,3
Hyundai Verna VTVT 1.6 SX Option,7,2016,52378,1,1,1,17.0,1591,121.3,5.0,13.5,7.97,Hyundai,4
Hyundai i20 Magna Optional 1.2,1,2013,445000,1,1,1,18.5,1197,82.9,5.0,10.0,4.45,Hyundai,1
Hyundai i10 Sportz 1.2,3,2014,47439,1,1,1,20.36,1197,78.9,5.0,6.5,4.49,Hyundai,3
Hyundai i20 2015-2017 1.2 Asta with AVN,10,2010,50000,1,1,2,17.0,1197,80.0,5.0,10.0,3.0,Hyundai,1
Hyundai Verna CRDi SX,5,2013,79663,2,1,1,16.8,1493,110.0,5.0,13.5,6.5,Hyundai,4
Hyundai i20 Asta 1.4 CRDi,5,2012,80000,2,1,1,21.27,1396,88.76,5.0,10.0,4.5,Hyundai,1
Hyundai i20 1.2 Magna,8,2011,36000,1,1,1,18.5,1197,80.0,5.0,10.0,2.5,Hyundai,1
Hyundai i10 Sportz 1.1L,8,2015,24350,1,1,2,19.81,1086,68.05,5.0,6.5,3.0,Hyundai,3
Hyundai i20 Magna 1.2,7,2017,14064,1,1,1,18.6,1197,81.83,5.0,10.0,6.59,Hyundai,1
Hyundai i10 Era 1.1 iTech SE,10,2008,72672,1,1,1,19.81,1086,68.05,5.0,6.5,1.9,Hyundai,3
Hyundai i20 Magna,6,2013,59000,1,1,2,18.5,1197,80.0,5.0,10.0,4.1,Hyundai,1
Hyundai Grand i10 1.2 CRDi Asta,7,2015,81828,2,1,1,24.0,1186,73.97,5.0,7.5,5.43,Hyundai,2
Hyundai Grand i10 AT Asta,0,2015,46000,1,2,1,18.9,1197,82.0,5.0,7.5,5.1,Hyundai,2
Hyundai Verna 1.6 SX CRDi (O),5,2013,48158,2,1,1,22.32,1582,126.32,5.0,13.5,6.7,Hyundai,4
Hyundai Verna SX CRDi AT,10,2012,83000,2,2,1,19.08,1582,126.32,5.0,13.5,6.0,Hyundai,4
Hyundai i20 Active 1.4 SX,7,2018,37746,2,1,1,21.19,1396,88.73,5.0,10.0,7.59,Hyundai,1
Hyundai Grand i10 AT Asta,3,2016,36139,1,2,2,18.9,1197,82.0,5.0,7.5,6.3,Hyundai,2
Hyundai i10 Magna,9,2010,55980,1,1,1,20.36,1197,78.9,5.0,6.5,2.25,Hyundai,3
Hyundai i20 Sportz 1.4 CRDi,10,2012,49700,2,1,2,21.9,1396,88.76,5.0,10.0,4.18,Hyundai,1
Hyundai Verna 1.4 EX,2,2013,79000,2,1,1,23.5,1396,88.7,5.0,13.5,6.5,Hyundai,4
Hyundai Verna 1.6 CRDi AT SX,7,2016,42876,2,2,1,19.08,1582,126.2,5.0,13.5,9.31,Hyundai,4
Hyundai i20 Sportz Petrol,7,2011,62020,1,1,1,17.0,1197,80.0,5.0,10.0,3.45,Hyundai,1
Hyundai Grand i10 AT Asta,5,2016,21000,1,2,1,18.9,1197,82.0,5.0,7.5,6.2,Hyundai,2
Hyundai i20 Magna,2,2010,95000,1,1,2,18.5,1197,80.0,5.0,10.0,2.8,Hyundai,1
Hyundai Grand i10 AT Asta,10,2015,32000,1,2,1,18.9,1197,82.0,5.0,7.5,4.8,Hyundai,2
Hyundai Verna VTVT 1.6 SX Option,7,2019,12336,1,1,1,17.0,1591,121.3,5.0,13.5,11.88,Hyundai,4
Hyundai Verna Xi (Petrol),2,2009,60000,1,1,3,13.9,1599,103.2,5.0,13.5,2.25,Hyundai,4
Hyundai i10 Era 1.1,9,2013,49000,1,1,1,19.81,1086,68.05,5.0,6.5,2.75,Hyundai,3
Hyundai Grand i10 1.2 Kappa Sportz Option,10,2017,15356,1,1,1,18.9,1197,81.86,5.0,7.5,4.75,Hyundai,2
Hyundai Grand i10 Asta Option,3,2017,31576,1,1,1,18.9,1197,82.0,5.0,7.5,7.85,Hyundai,2
Hyundai Verna SX CRDi AT,2,2012,41000,2,2,1,19.08,1582,126.32,5.0,13.5,6.25,Hyundai,4
Hyundai i20 1.2 Asta,2,2011,47000,1,1,1,17.0,1197,80.0,5.0,10.0,4.5,Hyundai,1
Hyundai i10 Magna,9,2011,41000,1,1,1,20.36,1197,78.9,5.0,6.5,2.65,Hyundai,3
Hyundai Verna 1.6 SX CRDi (O),6,2013,69573,2,1,2,22.32,1582,126.32,5.0,13.5,5.85,Hyundai,4
Hyundai i20 Sportz Option 1.2,4,2015,36000,1,1,2,18.6,1197,81.83,5.0,10.0,4.95,Hyundai,1
Hyundai i20 Sportz 1.2,3,2016,16725,1,1,1,18.6,1197,81.83,5.0,10.0,6.79,Hyundai,1
Hyundai i20 Sportz 1.4 CRDi,1,2012,68000,2,1,1,21.9,1396,88.76,5.0,10.0,4.4,Hyundai,1
Hyundai i10 Sportz,3,2014,31446,1,1,1,20.36,1197,78.9,5.0,6.5,4.66,Hyundai,3
Hyundai Grand i10 Asta,2,2015,25000,1,1,1,18.9,1197,82.0,5.0,7.5,5.5,Hyundai,2
Hyundai i20 Asta 1.2,0,2016,57000,1,1,1,18.6,1197,81.83,5.0,10.0,6.0,Hyundai,1
Hyundai i20 Sportz Diesel,0,2010,62000,2,1,1,23.0,1396,90.0,5.0,10.0,2.7,Hyundai,1
Hyundai i10 Era,3,2013,65807,1,1,1,19.81,1086,68.05,5.0,6.5,3.39,Hyundai,3
Hyundai i20 1.4 CRDi Sportz,5,2015,68525,2,1,1,23.0,1396,90.0,5.0,10.0,7.0,Hyundai,1
Hyundai Verna 1.6 SX VTVT (O),7,2017,19387,1,1,1,17.1,1591,121.3,5.0,13.5,8.42,Hyundai,4
Hyundai i20 Sportz 1.2,9,2016,24001,1,1,1,18.6,1197,81.83,5.0,10.0,5.75,Hyundai,1
Hyundai Grand i10 CRDi Sportz,3,2017,60993,2,1,1,24.0,1120,70.0,5.0,7.5,5.21,Hyundai,2
Hyundai Grand i10 CRDi Sportz,7,2014,51134,2,1,1,24.0,1120,70.0,5.0,7.5,4.72,Hyundai,2
Hyundai i10 Sportz,9,2009,48000,1,1,1,20.36,1197,78.9,5.0,6.5,2.11,Hyundai,3
Hyundai Verna CRDi 1.6 SX Option,5,2008,109606,2,1,1,22.0,1582,126.2,5.0,13.5,2.9,Hyundai,4
Hyundai i20 1.2 Magna,9,2010,57500,1,1,1,18.5,1197,80.0,5.0,10.0,2.75,Hyundai,1
Hyundai Grand i10 CRDi SportZ Edition,4,2014,58000,2,1,1,24.0,1120,70.0,5.0,7.5,3.25,Hyundai,2
Hyundai Grand i10 CRDi Sportz,6,2016,57824,2,1,1,24.0,1120,70.0,5.0,7.5,5.5,Hyundai,2
Hyundai i20 Active 1.4 SX,5,2016,62679,2,1,1,21.19,1396,88.73,5.0,10.0,6.95,Hyundai,1
Hyundai i10 Sportz 1.2,8,2015,18000,1,1,1,20.36,1197,78.9,5.0,6.5,2.85,Hyundai,3
Hyundai i10 Magna AT,7,2010,30566,1,2,1,19.2,1197,80.0,5.0,6.5,3.32,Hyundai,3
Hyundai i10 Magna 1.2,2,2012,55231,1,1,2,20.36,1197,78.9,5.0,6.5,2.78,Hyundai,3
Hyundai Verna 1.6 SX,7,2015,60519,2,1,1,22.32,1582,126.32,5.0,13.5,6.24,Hyundai,4
Hyundai Verna CRDi 1.6 SX Option,9,2013,79225,2,1,1,22.0,1582,126.2,5.0,13.5,5.5,Hyundai,4
Hyundai Verna 1.6 CRDi S,2,2015,85000,2,1,1,23.9,1582,126.2,5.0,13.5,6.3,Hyundai,4
Hyundai Grand i10 CRDi Magna,4,2015,63776,2,1,1,24.0,1120,70.0,5.0,7.5,3.96,Hyundai,2
Hyundai i20 Magna 1.4 CRDi,6,2015,55697,2,1,1,22.54,1396,88.73,5.0,10.0,5.5,Hyundai,1
Hyundai i20 Magna,9,2010,58000,1,1,2,18.5,1197,80.0,5.0,10.0,2.5,Hyundai,1
Hyundai Grand i10 Magna,4,2014,31200,1,1,1,18.9,1197,82.0,5.0,7.5,3.9,Hyundai,2
Hyundai Verna 1.6 SX,4,2011,67000,2,1,1,22.32,1582,126.32,5.0,13.5,3.8,Hyundai,4
Hyundai i20 Sportz 1.4 CRDi,10,2015,118211,2,1,1,22.54,1396,88.73,5.0,10.0,5.9,Hyundai,1
Hyundai i10 Sportz,9,2015,20000,1,1,1,20.36,1197,78.9,5.0,6.5,3.75,Hyundai,3
Hyundai i20 1.2 Spotz,4,2016,32450,1,1,1,18.6,1197,81.83,5.0,10.0,5.75,Hyundai,1
Hyundai i20 Asta 1.2,3,2015,35441,1,1,1,18.6,1197,81.83,5.0,10.0,6.87,Hyundai,1
Hyundai Verna 1.6 SX VTVT AT,9,2014,48656,1,2,1,15.74,1591,121.3,5.0,13.5,5.5,Hyundai,4
Hyundai Verna CRDi 1.6 AT SX Plus,1,2012,79000,2,2,1,22.0,1582,126.2,5.0,13.5,5.25,Hyundai,4
Hyundai Grand i10 CRDi Magna,5,2014,79000,2,1,1,24.0,1120,70.0,5.0,7.5,4.15,Hyundai,2
Hyundai i20 Asta 1.2,8,2015,41000,1,1,1,18.6,1197,81.83,5.0,10.0,4.75,Hyundai,1
Hyundai i20 Magna Optional 1.2,3,2015,14925,1,1,1,18.5,1197,82.9,5.0,10.0,5.37,Hyundai,1
Hyundai i20 Asta Optional with Sunroof 1.2,7,2013,62132,1,1,1,18.5,1197,82.85,5.0,10.0,4.57,Hyundai,1
Hyundai i10 Era 1.1,8,2008,55410,1,1,1,19.81,1086,68.05,5.0,6.5,1.65,Hyundai,3
Hyundai Verna 1.6 SX CRDi (O),2,2012,45000,2,1,1,22.32,1582,126.32,5.0,13.5,6.25,Hyundai,4
Hyundai i10 Magna 1.2,4,2010,62000,1,1,1,20.36,1197,78.9,5.0,6.5,2.4,Hyundai,3
Hyundai i20 1.2 Asta,2,2014,41681,1,1,1,17.0,1197,80.0,5.0,10.0,4.55,Hyundai,1
Hyundai Verna XXi ABS (Petrol),1,2008,38000,1,1,2,13.9,1599,103.2,5.0,13.5,2.6,Hyundai,4
Hyundai i20 1.4 CRDi Magna,8,2013,60000,2,1,1,21.9,1396,90.0,5.0,10.0,2.95,Hyundai,1
Hyundai i20 Asta,9,2009,28000,1,1,1,17.0,1197,80.0,5.0,10.0,2.65,Hyundai,1
Hyundai i10 Magna,7,2012,37333,1,1,1,20.36,1197,78.9,5.0,6.5,3.22,Hyundai,3
Hyundai i20 1.2 Spotz,7,2018,48407,1,1,1,18.6,1197,81.83,5.0,10.0,7.65,Hyundai,1
Hyundai i10 Sportz 1.2,10,2010,72400,1,1,2,20.36,1197,78.9,5.0,6.5,2.3,Hyundai,3
Hyundai Grand i10 1.2 CRDi Sportz,7,2018,32663,2,1,1,24.0,1186,73.97,5.0,7.5,6.28,Hyundai,2
Hyundai Grand i10 CRDi Sportz,0,2016,30000,2,1,1,24.0,1120,70.0,5.0,7.5,5.5,Hyundai,2
Hyundai Grand i10 1.2 CRDi Sportz,4,2015,59261,2,1,1,24.0,1186,73.97,5.0,7.5,4.25,Hyundai,2
Hyundai i20 1.2 Asta Option,1,2016,19000,1,1,1,18.6,1197,81.83,5.0,10.0,7.25,Hyundai,1
Hyundai i10 Sportz 1.2 AT,10,2013,54534,1,2,1,16.95,1197,78.9,5.0,6.5,3.65,Hyundai,3
Hyundai i20 Sportz AT 1.4,10,2012,55000,1,2,2,15.0,1396,98.6,5.0,10.0,3.75,Hyundai,1
Hyundai i20 Active SX Dual Tone Petrol,10,2019,1000,1,1,1,17.19,1197,81.86,5.0,10.0,8.6,Hyundai,1
Hyundai i20 Magna 1.2,1,2015,53000,1,1,1,18.6,1197,81.83,5.0,10.0,5.5,Hyundai,1
Hyundai i10 Magna,4,2013,63265,1,1,1,20.36,1197,78.9,5.0,6.5,2.95,Hyundai,3
Hyundai i20 Active 1.2 S,9,2015,12000,1,1,1,17.19,1197,81.86,5.0,10.0,5.8,Hyundai,1
Hyundai Verna 1.6 CRDI AT SX Option,3,2017,36931,2,2,1,19.08,1582,126.2,5.0,13.5,9.48,Hyundai,4
Hyundai i20 Asta Option 1.2,4,2015,45000,1,1,2,18.6,1197,81.83,5.0,10.0,5.5,Hyundai,1
Hyundai i20 1.2 Sportz,5,2010,85155,1,1,1,17.0,1197,80.0,5.0,10.0,3.55,Hyundai,1
Hyundai Grand i10 1.2 Kappa Magna,10,2010,45252,1,1,1,18.9,1197,81.86,5.0,7.5,2.25,Hyundai,2
Hyundai Verna 1.6 CRDi AT SX,7,2016,42024,2,2,1,19.08,1582,126.2,5.0,13.5,9.73,Hyundai,4
Hyundai i20 2015-2017 Sportz 1.2,10,2017,10000,1,1,1,18.6,1197,81.83,5.0,10.0,6.5,Hyundai,1
Hyundai Grand i10 CRDi Magna,6,2015,50000,2,1,2,24.0,1120,70.0,5.0,7.5,4.0,Hyundai,2
Hyundai Grand i10 Sportz,6,2016,26946,1,1,1,18.9,1197,82.0,5.0,7.5,4.45,Hyundai,2
Hyundai Verna 1.6 SX,2,2013,85350,2,1,2,22.32,1582,126.32,5.0,13.5,5.7,Hyundai,4
Hyundai Grand i10 CRDi Sportz,7,2015,58397,2,1,1,24.0,1120,70.0,5.0,7.5,4.9,Hyundai,2
Hyundai i10 Era,7,2016,34952,1,1,1,19.81,1086,68.05,5.0,6.5,4.01,Hyundai,3
Hyundai i20 1.2 Magna,3,2013,56127,1,1,1,18.5,1197,80.0,5.0,10.0,5.15,Hyundai,1
Hyundai Verna Xi (Petrol),7,2009,137148,1,1,2,13.9,1599,103.2,5.0,13.5,1.85,Hyundai,4
Hyundai i20 Magna,2,2009,69000,1,1,2,18.5,1197,80.0,5.0,10.0,2.4,Hyundai,1
Hyundai Grand i10 Asta Option,9,2015,26000,1,1,1,18.9,1197,82.0,5.0,7.5,4.25,Hyundai,2
Hyundai i20 1.4 Asta,9,2017,27000,2,1,1,22.54,1396,88.73,5.0,10.0,6.95,Hyundai,1
Hyundai i20 Active 1.4 SX Dual Tone,7,2016,49716,2,1,1,21.19,1396,88.73,5.0,10.0,6.2,Hyundai,1
